,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Rank,Value,age
304,Manya,Abramovici,0,42,1955-07-17,124,2,20000,N,1,13,8 Randy Park,4214,1,Australia,8,1.05,1.3125,1.3125,1.3125,304,304,1.025,23707.0
305,Brynna,Tivers,0,81,1974-08-09,126,2,1000,N,0,6,0 Mayfield Parkway,4272,1,Australia,7,0.65,0.65,0.8125,0.6906249999999999,304,304,1.025,16744.0
306,Art,Carolan,1,1,1954-11-09,94,9,40000,N,1,11,57903 Hanson Parkway,2570,0,Australia,9,0.47,0.5874999999999999,0.7343749999999999,0.7343749999999999,304,304,1.025,23957.0
307,Alfi,Sabbins,0,63,1959-06-12,184,2,20000,N,1,18,763 Ridgeway Place,2344,0,Australia,3,0.53,0.6625000000000001,0.6625000000000001,0.6625000000000001,304,304,1.025,22281.0
308,Loleta,Aberdalgy,0,45,1981-02-15,103,3,1000,N,0,11,99 Westend Court,2287,0,Australia,6,1.07,1.07,1.07,0.9095,304,304,1.025,14362.0
309,Aldric,Birney,1,21,1971-08-19,184,5,1000,N,1,14,5 Caliangt Center,2546,0,Australia,6,0.56,0.7000000000000001,0.7000000000000001,0.5950000000000001,310,310,1.02265625,17830.0
310,Natividad,Balducci,0,39,1991-02-07,184,6,20000,N,1,10,4472 Washington Junction,3206,2,Australia,11,0.57,0.7124999999999999,0.8906249999999999,0.8906249999999999,310,310,1.02265625,10718.0
311,Claudine,Dymick,0,28,1965-12-13,51,3,1000,N,0,5,31675 Corry Way,3977,2,Australia,5,0.49,0.49,0.49,0.4165,312,312,1.02,19905.0
312,Seamus,Cains,1,61,1989-12-15,171,5,20000,N,0,7,4882 Dakota Center,2305,0,Australia,8,1.0,1.0,1.0,1.0,312,312,1.02,11137.0
313,Guss,Karim,1,95,1968-11-24,144,5,1000,N,0,7,4 Warner Circle,2227,0,Australia,11,0.86,0.86,1.075,0.91375,312,312,1.02,18828.0
314,Julietta,Setchfield,0,73,1992-01-31,107,9,20000,N,1,3,4 Manufacturers Crossing,4170,1,Australia,8,0.87,1.0875,1.0875,1.0875,312,312,1.02,10360.0
315,Roch,Symson,0,96,1978-05-13,104,5,20000,N,0,18,016 Westport Park,3073,2,Australia,9,1.04,1.04,1.3,1.3,312,312,1.02,15371.0
316,Audry,Fann,0,3,1957-10-17,110,3,1000,N,1,15,19 Debs Parkway,3029,2,Australia,6,0.66,0.8250000000000001,0.8250000000000001,0.70125,312,312,1.02,22884.0
317,Cecelia,Cisar,0,20,1985-03-26,184,6,1000,N,1,15,665 Sachs Way,4212,1,Australia,7,0.57,0.7124999999999999,0.7124999999999999,0.6056249999999999,312,312,1.02,12862.0
318,Clari,Voas,0,74,1955-07-28,84,3,40000,N,1,14,4110 Mifflin Center,2127,0,Australia,8,0.9,1.125,1.125,1.125,312,312,1.02,23696.0
319,Zach,Hedman,1,87,1981-09-11,19,2,40000,N,1,4,62 Spaight Center,2566,0,Australia,9,0.97,1.2125,1.515625,1.515625,320,320,1.015625,14154.0
320,Paxon,Roomes,1,78,1976-11-06,88,9,20000,N,1,7,3 Express Lane,3021,2,Australia,7,1.08,1.35,1.35,1.35,320,320,1.015625,15924.0
321,Parnell,Lamprey,1,23,1977-04-08,62,2,20000,N,0,12,7353 Mallard Junction,2165,0,Australia,6,0.95,0.95,0.95,0.95,322,322,1.0125,15771.0
322,Honey,Gosdin,0,0,1981-11-29,147,6,1000,N,0,17,066 Warner Trail,2582,0,Australia,9,0.99,0.99,1.2375,1.051875,322,322,1.0125,14075.0
323,Sonny,McCart,1,35,1992-08-27,2,5,20000,N,0,9,52752 Barby Hill,3020,2,Australia,9,0.4,0.4,0.5,0.5,324,324,1.01,10151.0
324,Rozamond,Turtle,2,69,,91,4,1000,N,1,3,57025 New Castle Street,3850,2,Australia,3,1.08,1.35,1.35,1.1475,324,324,1.01,17950.413021363172
325,Deirdre,Burgoine,0,14,1955-01-08,120,3,20000,N,0,7,0 Stoughton Park,3000,2,Australia,1,0.81,0.81,0.81,0.81,326,326,1.009375,23897.0
326,Haleigh,,0,17,1952-05-19,144,2,1000,N,1,18,49 Jana Point,4503,1,Australia,4,0.83,1.0375,1.0375,0.8818749999999999,326,326,1.009375,24861.0
327,Aldridge,Poskitt,1,84,1982-02-10,177,9,1000,N,0,12,7 Fordem Point,4161,1,Australia,5,0.48,0.48,0.6,0.51,326,326,1.009375,14002.0
328,Zechariah,McReidy,1,32,1978-07-22,172,5,20000,N,0,21,797 Westend Street,4207,1,Australia,6,0.55,0.55,0.55,0.55,329,329,1.0,15301.0
329,Carry,Costi,0,32,1972-11-26,140,6,1000,N,0,11,5316 Farwell Hill,2800,0,Australia,4,0.5,0.5,0.5,0.425,329,329,1.0,17365.0
330,Alon,,1,17,1999-06-23,9,9,40000,N,0,9,770 Crest Line Parkway,4218,1,Australia,3,0.67,0.67,0.67,0.67,329,329,1.0,7660.0
331,Ahmed,Pickthorne,1,46,1959-12-25,94,9,20000,N,1,15,50 American Street,2147,0,Australia,9,1.01,1.2625,1.578125,1.578125,329,329,1.0,22085.0
332,Nil,Shirer,1,64,1997-09-27,92,1,1000,N,1,7,4793 Mcbride Pass,3013,2,Australia,8,0.41,0.5125,0.5125,0.4356249999999999,329,329,1.0,8294.0
333,Erhard,O'Moylane,1,33,1978-05-27,96,7,40000,N,1,9,01124 Dottie Lane,3630,2,Australia,2,0.56,0.7000000000000001,0.7000000000000001,0.7000000000000001,334,334,0.9987499999999998,15357.0
334,Vitia,Axtens,0,62,1945-08-08,67,2,1000,N,1,15,42681 Carey Alley,2011,0,Australia,10,0.61,0.7625,0.953125,0.81015625,334,334,0.9987499999999998,27337.0
335,Haskell,Moxted,1,81,1943-08-27,36,5,1000,N,0,7,2941 Talisman Alley,2145,0,Australia,9,0.61,0.61,0.7625,0.648125,334,334,0.9987499999999998,28049.0
336,Ebony,Conrad,0,8,1999-10-24,65,2,1000,N,1,16,990 Hoffman Avenue,3029,2,Australia,7,0.42,0.525,0.525,0.44625,334,334,0.9987499999999998,7537.0
337,Lincoln,Boler,1,53,1976-01-24,35,9,40000,N,0,14,5 Summer Ridge Court,3207,2,Australia,8,0.79,0.79,0.79,0.79,338,338,0.99609375,16211.0
338,Vladimir,Westmerland,1,18,1956-06-19,184,5,1000,N,1,18,102 Charing Cross Terrace,2640,0,Australia,4,1.02,1.275,1.275,1.08375,338,338,0.99609375,23369.0
339,Kylynn,Drowsfield,0,80,1975-03-28,58,9,20000,N,1,7,5 Trailsway Avenue,3059,2,Australia,9,0.63,0.7875,0.984375,0.984375,338,338,0.99609375,16513.0
340,Nicole,Ruckhard,0,93,1969-10-09,87,3,40000,N,1,17,23694 Leroy Place,4560,1,Australia,3,1.02,1.275,1.59375,1.59375,341,341,0.99,18509.0
341,Celestina,Lethardy,0,38,1968-12-11,146,4,1000,N,1,11,53 Memorial Street,3163,2,Australia,10,0.92,1.15,1.4375,1.221875,341,341,0.99,18811.0
342,Tannie,Petrakov,1,84,1951-11-27,45,4,40000,N,0,10,691 Valley Edge Alley,4078,1,Australia,6,0.46,0.46,0.5750000000000001,0.5750000000000001,341,341,0.99,25035.0
343,Bessy,Saladin,0,22,1939-12-22,174,5,1000,N,1,16,60073 Pankratz Pass,4075,1,Australia,10,0.51,0.6375,0.796875,0.67734375,341,341,0.99,29393.0
344,Diego,Van den Broek,1,17,1964-09-28,33,5,40000,N,1,13,8 Schlimgen Drive,4055,1,Australia,7,1.0,1.25,1.25,1.25,345,345,0.988125,20346.0
345,Lucilia,Minshall,0,71,1952-04-15,184,4,1000,N,1,7,0237 Mallard Place,2750,0,Australia,8,0.86,1.075,1.075,0.91375,345,345,0.988125,24895.0
346,Cissiee,Pollington,0,43,1941-07-21,23,6,1000,N,1,7,69710 Northfield Center,2256,0,Australia,9,1.1,1.375,1.71875,1.4609375,345,345,0.988125,28816.0
347,Eddy,Sturch,1,22,1961-02-11,146,2,20000,N,1,17,1 Kinsman Crossing,4158,1,Australia,6,0.71,0.8875,0.8875,0.8875,345,345,0.988125,21671.0
348,Caron,Kezar,0,11,1953-08-08,145,3,1000,N,0,5,40553 Rigney Avenue,2835,0,Australia,1,0.49,0.49,0.49,0.4165,349,349,0.9875,24415.0
349,Sandor,Stirland,1,67,1981-05-26,183,5,20000,N,0,12,48578 Farmco Park,3235,2,Australia,10,1.07,1.07,1.3375,1.3375,349,349,0.9875,14262.0
350,Gallagher,Bromell,1,18,1956-12-02,20,9,1000,N,0,17,91634 Badeau Crossing,4556,1,Australia,8,0.77,0.77,0.77,0.6545,349,349,0.9875,23203.0
351,Murial,Bulloch,0,59,1964-10-01,184,2,1000,N,0,13,391 Old Shore Lane,2011,0,Australia,6,0.45,0.45,0.45,0.3825,349,349,0.9875,20343.0
352,Delinda,Ech,0,74,1944-10-21,64,0,1000,N,1,17,28 Golf View Terrace,3101,2,Australia,10,1.1,1.375,1.71875,1.4609375,349,349,0.9875,27628.0
353,Hussein,Tapenden,1,19,1953-10-19,110,3,40000,N,1,12,0197 Sachs Avenue,2747,0,Australia,8,0.6,0.75,0.75,0.75,349,349,0.9875,24343.0
354,Giulietta,Garbott,0,59,2002-02-27,172,9,40000,N,1,14,48297 Stuart Circle,3810,2,Australia,5,0.8,1.0,1.0,1.0,355,355,0.984375,6680.0
355,Kaylyn,Jakaway,0,45,1980-07-30,127,3,40000,N,0,10,67 Heath Circle,2290,0,Australia,8,0.43,0.43,0.43,0.43,356,356,0.9828125,14562.0
356,Brynn,Goodyear,0,30,1944-11-10,87,3,1000,N,1,11,3 Sheridan Lane,3075,2,Australia,7,1.0,1.25,1.25,1.0625,356,356,0.9828125,27608.0
357,Otis,,1,59,1971-01-11,59,5,40000,N,0,12,04 Oakridge Plaza,2075,0,Australia,11,0.68,0.68,0.8500000000000001,0.8500000000000001,358,358,0.98,18050.0
358,Tamas,Swatman,2,65,,21,1,40000,N,0,5,78 Clarendon Drive,4551,1,Australia,8,1.01,1.01,1.01,1.01,358,358,0.98,17950.413021363172
359,Pace,Clemonts,1,99,1990-07-28,99,7,20000,N,0,10,335 Cambridge Hill,3122,2,Australia,7,0.79,0.79,0.9875,0.9875,358,358,0.98,10912.0
360,Tracy,Andrejevic,2,71,,119,4,1000,N,1,11,5675 Burning Wood Trail,3030,2,Australia,7,0.95,1.1875,1.1875,1.009375,361,361,0.9775,17950.413021363172
361,Muffin,Grigolon,1,7,1979-10-31,141,8,1000,N,0,12,4597 Marcy Point,2232,0,Australia,10,0.56,0.56,0.7000000000000001,0.5950000000000001,361,361,0.9775,14835.0
362,Allsun,Biner,0,67,1997-12-26,102,2,1000,N,1,10,9 Walton Way,2641,0,Australia,2,0.49,0.6125,0.6125,0.520625,361,361,0.9775,8204.0
363,Kenneth,Elleyne,1,13,1957-09-03,172,2,1000,N,0,13,27429 Dottie Plaza,3145,2,Australia,11,0.95,0.95,1.1875,1.009375,361,361,0.9775,22928.0
364,Clotilda,Southers,0,62,1999-11-08,41,2,1000,N,1,15,42 Donald Hill,2323,0,Australia,4,0.98,1.225,1.225,1.04125,361,361,0.9775,7522.0
365,Augustus,Bourley,1,60,1981-08-17,184,3,40000,N,0,18,3 Hoepker Parkway,4152,1,Australia,10,0.97,0.97,1.2125,1.2125,366,366,0.9750000000000001,14179.0
366,Daisi,Tinwell,0,84,1971-12-24,33,2,1000,N,0,11,19561 Express Street,2777,0,Australia,8,1.07,1.07,1.3375,1.136875,366,366,0.9750000000000001,17703.0
367,Gerik,Woodroof,1,18,1959-06-13,108,2,20000,N,1,9,41 Kropf Road,3175,2,Australia,7,0.44,0.55,0.55,0.55,366,366,0.9750000000000001,22280.0
368,Claresta,MacConnulty,0,6,1957-10-01,126,9,1000,N,1,20,0516 Fremont Point,2026,0,Australia,9,1.08,1.35,1.6875,1.434375,366,366,0.9750000000000001,22900.0
369,Arty,Fontelles,1,50,1994-10-21,82,4,20000,N,0,4,7872 South Junction,3197,2,Australia,4,0.72,0.72,0.72,0.72,370,370,0.97,9366.0
370,Giulia,Hazart,0,57,1978-08-02,82,9,1000,N,0,11,81 Donald Parkway,4218,1,Australia,11,0.57,0.57,0.7124999999999999,0.6056249999999999,371,371,0.96875,15290.0
371,Whit,Emloch,1,30,1963-08-20,69,3,1000,N,1,6,105 Carpenter Court,2220,0,Australia,9,0.62,0.775,0.96875,0.8234374999999999,372,372,0.9668749999999999,20751.0
372,Rowan,Summerly,1,4,1974-07-05,92,1,1000,N,0,9,58231 Tomscot Plaza,2209,0,Australia,10,0.55,0.55,0.6875,0.584375,372,372,0.9668749999999999,16779.0
373,Ian,Rabat,1,54,1975-08-04,178,2,40000,N,0,11,3 Loeprich Point,3204,2,Australia,11,0.57,0.57,0.7124999999999999,0.7124999999999999,372,372,0.9668749999999999,16384.0
374,Agneta,McAmish,2,66,,164,4,1000,N,0,15,5773 Acker Way,4207,1,Australia,6,0.67,0.67,0.67,0.5695,375,375,0.96,17950.413021363172
375,Reginald,Jermy,1,7,1960-09-12,57,9,20000,N,1,20,540 Katie Street,4128,1,Australia,8,0.53,0.6625000000000001,0.6625000000000001,0.6625000000000001,375,375,0.96,21823.0
376,Link,Gorini,1,60,1974-11-09,184,4,20000,N,0,10,9495 Jenna Way,4600,1,Australia,2,0.72,0.72,0.72,0.72,375,375,0.96,16652.0
377,Harriet,Brattan,0,81,1986-12-03,83,2,20000,N,0,2,66 Ruskin Parkway,3579,2,Australia,1,0.84,0.84,1.05,1.05,378,378,0.9562499999999999,12245.0
378,Sada,Branton,0,34,1974-06-24,100,5,40000,N,0,14,9736 Mitchell Pass,3199,2,Australia,6,0.78,0.78,0.78,0.78,378,378,0.9562499999999999,16790.0
379,Jenelle,Mc-Kerley,0,40,1942-01-23,45,2,1000,N,1,16,9 Springview Terrace,4068,1,Australia,5,0.57,0.7124999999999999,0.7124999999999999,0.6056249999999999,378,378,0.9562499999999999,28630.0
380,Gabrila,Toopin,0,7,1963-01-14,90,5,1000,N,0,12,1914 Oakridge Place,2456,0,Australia,6,0.84,0.84,0.84,0.714,378,378,0.9562499999999999,20969.0
381,Almira,Mangion,0,4,1996-01-24,175,2,40000,N,1,2,179 Anzinger Center,2230,0,Australia,12,0.52,0.65,0.8125,0.8125,382,382,0.95,8906.0
382,Arty,Strudwick,1,85,1964-01-31,45,3,1000,N,1,8,62 Melrose Court,2211,0,Australia,10,0.79,0.9875,1.234375,1.04921875,382,382,0.95,20587.0
383,Alexa,Dillet,0,65,1944-10-05,112,1,40000,N,0,17,84650 Novick Point,2261,0,Australia,7,1.1,1.1,1.1,1.1,382,382,0.95,27644.0
384,Palmer,Heaven,1,82,1995-05-18,159,2,40000,N,1,9,5 Hoard Parkway,3754,2,Australia,6,0.49,0.6125,0.765625,0.765625,382,382,0.95,9157.0
385,Porter,Buckenhill,1,46,1954-06-14,81,5,20000,N,1,9,376 Talmadge Street,4124,1,Australia,7,1.04,1.3,1.3,1.3,386,386,0.945625,24105.0
386,Kizzee,Kemston,0,11,1961-09-29,184,3,1000,N,0,13,5979 Green Ridge Way,2767,0,Australia,8,0.8,0.8,0.8,0.68,386,386,0.945625,21441.0
387,Isadora,Ducker,0,15,1973-08-25,1,9,40000,N,1,8,2972 Holy Cross Crossing,3153,2,Australia,5,0.55,0.6875,0.6875,0.6875,386,386,0.945625,17093.0
388,Giffie,Offill,1,51,1993-03-02,165,8,40000,N,0,5,89 Riverside Court,4740,1,Australia,3,0.89,0.89,0.89,0.89,386,386,0.945625,9964.0
389,Fara,Sarath,0,75,1948-06-30,123,9,1000,N,0,22,540 Forest Run Plaza,2168,0,Australia,7,0.48,0.48,0.48,0.408,386,386,0.945625,26280.0
390,Carolann,Raatz,0,25,1979-02-26,35,9,20000,N,0,21,817 Bunker Hill Place,3977,2,Australia,6,0.56,0.56,0.56,0.56,386,386,0.945625,15082.0
391,Tamar,Windmill,0,92,1939-08-28,141,5,40000,N,0,10,4669 Troy Place,2207,0,Australia,10,1.01,1.01,1.2625,1.2625,386,386,0.945625,29509.0
392,Kipp,Stockport,1,36,1982-12-10,45,7,1000,N,1,6,02 Roth Drive,2022,0,Australia,11,0.94,1.175,1.46875,1.2484375,386,386,0.945625,13699.0
393,Packston,Wackett,1,10,1950-04-26,124,2,1000,N,0,19,7 Northridge Court,3192,2,Australia,9,0.73,0.73,0.9125,0.775625,386,386,0.945625,25615.0
394,Hanson,Eastes,1,74,1990-05-20,184,5,1000,N,1,5,5735 Starling Plaza,3056,2,Australia,9,0.41,0.5125,0.640625,0.54453125,395,395,0.94,10981.0
395,Demetria,Bausor,0,73,1961-12-22,21,1,1000,N,1,9,97 Transport Plaza,2097,0,Australia,12,0.81,1.0125,1.265625,1.07578125,396,396,0.9375,21357.0
396,Lura,Fawdrie,0,66,2002-01-17,177,3,1000,N,1,4,67183 Anniversary Parkway,4211,1,Australia,3,0.49,0.6125,0.6125,0.520625,396,396,0.9375,6721.0
397,Nora,Anselm,0,84,1961-01-05,184,1,20000,N,1,15,2 Emmet Parkway,4342,1,Australia,5,0.76,0.95,1.1875,1.1875,396,396,0.9375,21708.0
398,Estevan,Eastment,1,54,1942-08-09,64,3,1000,N,1,21,61926 Tomscot Hill,2019,0,Australia,8,0.73,0.9125,0.9125,0.775625,396,396,0.9375,28432.0
399,Aloysius,Glowacz,1,72,1979-03-24,67,2,40000,N,0,18,07 Susan Lane,2232,0,Australia,10,0.68,0.68,0.8500000000000001,0.8500000000000001,396,396,0.9375,15056.0
400,Bastien,Ibbeson,1,53,1976-11-04,146,4,1000,N,0,12,43094 Kedzie Pass,2487,0,Australia,5,0.79,0.79,0.79,0.6715,401,401,0.935,15926.0
401,Otha,Langworthy,0,91,1967-01-20,142,2,1000,N,1,13,678 Lyons Trail,3130,2,Australia,10,0.61,0.7625,0.953125,0.81015625,401,401,0.935,19502.0
402,Gannie,Bargh,1,56,1955-02-13,19,9,1000,N,1,13,1832 Burning Wood Place,3201,2,Australia,7,0.92,1.15,1.15,0.9775,401,401,0.935,23861.0
403,Dwayne,Doel,1,80,1978-01-21,44,2,40000,N,1,17,5642 Debs Terrace,2223,0,Australia,11,0.48,0.6,0.75,0.75,401,401,0.935,15483.0
404,Leese,Huckleby,0,67,1977-09-10,81,5,20000,N,1,16,73 Riverside Trail,3777,2,Australia,7,0.47,0.5874999999999999,0.5874999999999999,0.5874999999999999,405,405,0.93,15616.0
405,Dodi,Kiggel,0,5,1980-08-15,184,2,1000,N,1,13,05 Everett Trail,2114,0,Australia,11,0.69,0.8624999999999999,1.078125,0.91640625,405,405,0.93,14546.0
406,Kippar,Brimilcome,1,21,1938-11-29,76,3,1000,N,0,19,082 Welch Lane,2089,0,Australia,11,0.79,0.79,0.9875,0.839375,405,405,0.93,29781.0
407,Corinna,Beretta,0,24,1996-02-29,120,3,20000,N,0,12,72 Mccormick Circle,3023,2,Australia,7,0.91,0.91,0.91,0.91,408,408,0.9296875,8870.0
408,Laurie,Odlin,0,75,1983-03-08,145,3,20000,N,0,10,15669 Arizona Trail,3194,2,Australia,10,0.69,0.69,0.8624999999999999,0.8624999999999999,409,409,0.925,13611.0
409,Mair,Erett,0,15,1957-12-05,154,9,40000,N,0,18,79 Armistice Parkway,2117,0,Australia,7,0.49,0.49,0.49,0.49,409,409,0.925,22835.0
410,Marcelia,Copins,0,81,1946-03-15,184,9,1000,N,1,21,330 Melby Terrace,2259,0,Australia,8,0.86,1.075,1.34375,1.1421875,409,409,0.925,27118.0
411,Tanner,Terlinden,1,84,1995-12-09,100,5,1000,N,0,14,2637 Monument Trail,3106,2,Australia,11,0.45,0.45,0.5625,0.478125,409,409,0.925,8952.0
412,Hilliard,Dullard,1,65,1954-07-18,36,5,1000,N,0,17,37919 Old Gate Park,2163,0,Australia,8,0.41,0.41,0.41,0.3485,409,409,0.925,24071.0
413,Justinn,Haruard,0,48,1958-08-28,80,3,20000,N,0,11,00 Judy Terrace,2035,0,Australia,12,0.77,0.77,0.9625,0.9625,414,414,0.924375,22569.0
414,Wyn,Meach,1,37,1938-09-10,184,5,1000,N,0,9,79 Armistice Junction,2765,0,Australia,9,0.83,0.83,1.0375,0.8818749999999999,415,415,0.9218749999999999,29861.0
415,Art,Shardlow,1,57,1963-10-15,45,0,1000,N,1,15,7 Clemons Circle,4350,1,Australia,2,0.8,1.0,1.0,0.85,415,415,0.9218749999999999,20695.0
416,Dennis,Varnham,1,57,1953-05-17,21,1,40000,N,0,17,6455 Mayfield Street,3350,2,Australia,3,0.88,0.88,0.88,0.88,415,415,0.9218749999999999,24498.0
417,Freddi,Litherborough,0,46,1989-01-14,112,2,1000,N,0,7,7873 Meadow Vale Plaza,2460,0,Australia,3,0.68,0.68,0.68,0.5780000000000001,418,418,0.918,11472.0
418,Salomon,Perkins,1,76,1998-01-12,63,2,40000,N,1,1,45 Banding Hill,2009,0,Australia,10,0.93,1.1625,1.453125,1.453125,419,419,0.91640625,8187.0
419,Sherill,,0,33,1991-12-18,88,2,1000,N,0,3,53 Moulton Avenue,2880,0,Australia,1,0.81,0.81,0.81,0.6885,420,420,0.91375,10404.0
420,Queenie,Learie,0,90,1948-01-24,184,6,1000,N,0,12,7 Sauthoff Park,2073,0,Australia,11,0.89,0.89,1.1125,0.945625,420,420,0.91375,26438.0
421,Etan,Prinett,1,97,1970-01-21,107,0,1000,N,1,10,9082 Waywood Avenue,2250,0,Australia,8,0.42,0.525,0.65625,0.5578124999999999,420,420,0.91375,18405.0
422,Donaugh,Benedict,1,3,1991-12-01,168,6,1000,N,0,12,30049 Brown Road,2233,0,Australia,9,0.41,0.41,0.5125,0.4356249999999999,420,420,0.91375,10421.0
423,Harwell,Kleinstein,1,87,1993-10-18,138,7,40000,N,0,15,7 Huxley Trail,3818,2,Australia,5,0.65,0.65,0.8125,0.8125,420,420,0.91375,9734.0
424,Cheston,Hritzko,1,70,1945-11-08,149,5,1000,N,1,19,3 Service Center,2127,0,Australia,9,0.72,0.8999999999999999,1.125,0.9562499999999999,420,420,0.91375,27245.0
425,Suzy,Trounson,0,13,1947-07-19,142,2,1000,N,1,20,0627 Golf Center,4152,1,Australia,9,0.74,0.925,1.15625,0.9828125,420,420,0.91375,26627.0
426,Jobie,Runacres,0,96,1975-01-08,56,9,1000,N,1,18,24960 Shopko Crossing,2528,0,Australia,7,0.99,1.2375,1.546875,1.31484375,427,427,0.9125,16592.0
427,Guenna,Filisov,0,52,1969-02-09,34,5,20000,N,0,13,43 Stoughton Drive,2154,0,Australia,9,0.91,0.91,1.1375,1.1375,427,427,0.9125,18751.0
428,Opal,Cleare,0,6,1977-09-26,47,6,40000,N,1,20,247 Blue Bill Park Parkway,2066,0,Australia,9,0.88,1.1,1.375,1.375,429,429,0.91,15600.0
429,Ottilie,Wanless,0,51,1940-11-10,64,9,40000,N,0,8,2 David Pass,2720,0,Australia,4,0.88,0.88,0.88,0.88,430,430,0.9095,29069.0
430,Kipper,Circuit,1,23,1974-12-12,131,0,1000,N,1,4,3867 Barby Hill,2140,0,Australia,8,0.88,1.1,1.1,0.935,430,430,0.9095,16619.0
431,Marilin,Frome,0,58,1975-12-22,1,4,1000,N,1,17,52 Bobwhite Court,2219,0,Australia,9,0.9,1.125,1.40625,1.1953125,430,430,0.9095,16244.0
432,Arel,Abramovitz,1,72,1957-11-12,102,3,1000,N,0,16,32249 Sycamore Way,4650,1,Australia,4,0.83,0.83,0.83,0.7054999999999999,433,433,0.90625,22858.0
433,Kit,Easdon,1,61,1978-10-26,57,6,40000,N,0,12,3 Roth Junction,3156,2,Australia,8,0.71,0.71,0.71,0.71,433,433,0.90625,15205.0
434,Gregg,Aimeric,2,52,,89,4,1000,N,0,7,72423 Surrey Street,3753,2,Australia,5,0.83,0.83,0.83,0.7054999999999999,433,433,0.90625,17950.413021363172
435,Skipp,Swales,1,15,1973-11-14,38,1,20000,N,1,22,76 Green Ridge Drive,3029,2,Australia,7,0.91,1.1375,1.1375,1.1375,436,436,0.903125,17012.0
436,Frederich,Glantz,1,37,1997-08-27,100,5,20000,N,1,10,9 Glacier Hill Circle,2762,0,Australia,8,1.1,1.375,1.375,1.375,436,436,0.903125,8325.0
437,Rodolph,Denniss,1,28,1974-08-07,74,6,40000,N,1,7,91281 Transport Center,3356,2,Australia,2,0.71,0.8875,0.8875,0.8875,436,436,0.903125,16746.0
438,Craggie,Dering,1,47,1952-10-05,14,2,1000,N,0,7,11 Paget Road,2125,0,Australia,10,0.95,0.95,1.1875,1.009375,436,436,0.903125,24722.0
439,Johna,Bunker,2,93,,170,4,1000,N,1,14,3686 Waubesa Way,3065,2,Australia,6,0.9,1.125,1.40625,1.1953125,436,436,0.903125,17950.413021363172
440,Giralda,MacPeake,0,59,1941-04-04,92,1,20000,N,1,14,6 Killdeer Way,2705,0,Australia,1,0.93,1.1625,1.1625,1.1625,441,441,0.901,28924.0
441,Rodney,Trethewey,1,16,1997-03-17,146,2,40000,N,0,15,737 Service Lane,3030,2,Australia,8,0.44,0.44,0.44,0.44,441,441,0.901,8488.0
442,Theresina,,0,30,1987-03-01,71,0,1000,N,1,14,253 Katie Junction,2650,0,Australia,2,0.63,0.7875,0.7875,0.6693749999999999,441,441,0.901,12157.0
443,Gleda,Howerd,0,59,1964-01-22,140,4,1000,N,0,6,481 Moulton Place,2440,0,Australia,2,0.75,0.75,0.75,0.6375,444,444,0.9,20596.0
444,Melany,Ladewig,0,76,1972-05-17,132,2,1000,N,1,10,3864 Sheridan Alley,4130,1,Australia,7,0.52,0.65,0.65,0.5525,444,444,0.9,17558.0
445,Claudell,Rounsefell,1,67,1993-11-27,177,2,40000,N,0,8,61416 Karstens Place,4217,1,Australia,5,0.4,0.4,0.4,0.4,444,444,0.9,9694.0
446,Garwin,Nurden,1,54,1958-04-19,118,6,20000,N,1,5,0 Union Parkway,3142,2,Australia,11,1.04,1.3,1.625,1.625,444,444,0.9,22700.0
447,Bunny,Leebetter,0,83,1966-04-30,124,5,20000,N,1,8,4 Lukken Lane,4301,1,Australia,4,0.46,0.5750000000000001,0.7187500000000001,0.7187500000000001,444,444,0.9,19767.0
448,Matias,Melloi,1,61,1977-02-03,91,7,40000,N,0,11,1507 Schlimgen Trail,2155,0,Australia,10,0.83,0.83,1.0375,1.0375,444,444,0.9,15835.0
449,Sada,Dowyer,0,47,1998-11-22,87,9,20000,N,1,3,4 Meadow Ridge Place,2090,0,Australia,10,1.02,1.275,1.59375,1.59375,450,450,0.8999999999999999,7873.0
450,Anet,Roseman,0,84,1996-11-24,116,2,1000,N,0,9,31 Melody Circle,3814,2,Australia,4,0.81,0.81,1.0125,0.8606250000000001,450,450,0.8999999999999999,8601.0
451,Katie,Warhurst,0,0,1991-12-02,81,7,20000,N,1,14,96 Rutledge Drive,3064,2,Australia,5,0.59,0.7374999999999999,0.7374999999999999,0.7374999999999999,450,450,0.8999999999999999,10420.0
452,Celia,Bryden,0,12,1943-04-06,34,5,20000,N,0,21,2905 Towne Place,2114,0,Australia,9,1.08,1.08,1.35,1.35,450,450,0.8999999999999999,28192.0
453,Stearne,Trolley,1,42,1982-02-01,27,2,20000,N,0,14,638 Caliangt Avenue,2137,0,Australia,11,0.45,0.45,0.5625,0.5625,450,450,0.8999999999999999,14011.0
454,Tristam,Larose,1,70,1985-01-29,173,2,1000,N,0,17,9645 Moose Terrace,2137,0,Australia,11,0.53,0.53,0.6625000000000001,0.5631250000000001,455,455,0.8925,12918.0
455,Laurena,,0,21,1961-07-31,177,9,20000,N,0,10,7 Messerschmidt Crossing,3810,2,Australia,6,0.86,0.86,0.86,0.86,455,455,0.8925,21501.0
